,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,entities.media,extended_entities.media,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.possibly_sensitive,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates
108,Mon Nov 29 17:27:00 +0000 2021,1465371730747150336,1465371730747150336,OMICRON …..sounds like a Decepticon 😁 #Omicron #morethanmeetstheeye #OmicronVariant,False,"[0, 83]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'Omicron', 'indices': [38, 46]}, {'text': 'morethanmeetstheeye', 'indices': [47, 67]}, {'text': 'OmicronVariant', 'indices': [68, 83]}]",[],[],[],en,recent,6829202,6829202,Mike Abasolo,michaelabasolo,"Pasadena, CA",Talking Head / Epicurean Wannabe / Hoops Fanatique / Cuisinier Amateur / Entrepreneur,https://t.co/6WXi2UQ9Bt,[],False,594,124,22,Fri Jun 15 08:53:52 +0000 2007,444,,,True,False,6275,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2676276331/caedb57bff7aa13a57126c9a119d3f48_normal.jpeg,https://pbs.twimg.com/profile_images/2676276331/caedb57bff7aa13a57126c9a119d3f48_normal.jpeg,,0000FF,87BC44,E0FF92,000000,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/6WXi2UQ9Bt', 'expanded_url': 'http://www.michaelabasolo.com', 'display_url': 'michaelabasolo.com', 'indices': [0, 23]}]",,,,1927193c57f35d51,https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json,city,West Hollywood,"West Hollywood, CA",US,United States,[],Polygon,"[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Mon Nov 29 17:26:59 +0000 2021,1465371725579780097,1465371725579780097,"Joe Biden says Omicron Covid variant a ‘cause for concern, not panic’ – live https://t.co/4kVl8PVBTR ✌",False,"[0, 102]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],[],"[{'url': 'https://t.co/4kVl8PVBTR', 'expanded_url': 'https://www.theguardian.com/us-news/live/2021/nov/29/joe-biden-coronavirus-covid-omicron-variant-us-politics-live', 'display_url': 'theguardian.com/us-news/live/2…', 'indices': [77, 100]}]",en,recent,331247872,331247872,BoccaPura,BoccaJim,"Valencia, CA",⚡BIDEN🗽HARRIS⚡ 💖 HILLARY OBAMAs PELOSI SenWARREN Human & Animal Rights LiveEcofriendly #StillWithHer #BlackLivesMatter #PrisonReform #Resist hate✌PEACE,,[],False,5281,5490,5,Thu Jul 07 21:43:33 +0000 2011,127194,,,True,False,197581,,False,False,False,34165C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/854934934166708228/DMN0_Lr7_normal.jpg,https://pbs.twimg.com/profile_images/854934934166708228/DMN0_Lr7_normal.jpg,https://pbs.twimg.com/profile_banners/331247872/1385197329,4E00B3,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mon Nov 29 17:25:52 +0000 2021,1465371443500240907,1465371443500240907,One likely contributor to #Omicron in #Africa - #COVID19 #vaccine rates are miles below the rest of the world https://t.co/HuhCDXFtum,False,"[0, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'Omicron', 'indices': [26, 34]}, {'text': 'Africa', 'indices': [38, 45]}, {'text': 'COVID19', 'indices': [48, 56]}, {'text': 'vaccine', 'indices': [57, 65]}]",[],[],[],en,recent,1651989012,1651989012,Geoffrey Garrett,garrett_geoff,"Los Angeles, CA","Dean @USCMarshall. Political economist, global #business expert. Frmr @Wharton dean, CEO @USSC, dean @UCLA @UNSW @Sydney_Uni, @Yale @Stanford @UniofOxford prof.",https://t.co/x4pMQV8yfF,[],False,6947,506,155,Wed Aug 07 04:26:58 +0000 2013,1962,,,False,True,4302,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1101877774577475590/L4MhueRr_normal.png,https://pbs.twimg.com/profile_images/1101877774577475590/L4MhueRr_normal.png,https://pbs.twimg.com/profile_banners/1651989012/1593701864,0E13AD,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/x4pMQV8yfF', 'expanded_url': 'https://www.marshall.usc.edu/', 'display_url': 'marshall.usc.edu', 'indices': [0, 23]}]",False,"[{'id': 1465371365926584323, 'id_str': '1465371365926584323', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/FFYLflIVQAMTCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFYLflIVQAMTCc9.jpg', 'url': 'https://t.co/HuhCDXFtum', 'display_url': 'pic.twitter.com/HuhCDXFtum', 'expanded_url': 'https://twitter.com/garrett_geoff/status/1465371443500240907/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 414, 'h': 680, 'resize': 'fit'}, 'large': {'w': 500, 'h': 822, 'resize': 'fit'}, 'medium': {'w': 500, 'h': 822, 'resize': 'fit'}}}]","[{'id': 1465371365926584323, 'id_str': '1465371365926584323', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/FFYLflIVQAMTCc9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFYLflIVQAMTCc9.jpg', 'url': 'https://t.co/HuhCDXFtum', 'display_url': 'pic.twitter.com/HuhCDXFtum', 'expanded_url': 'https://twitter.com/garrett_geoff/status/1465371443500240907/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 414, 'h': 680, 'resize': 'fit'}, 'large': {'w': 500, 'h': 822, 'resize': 'fit'}, 'medium': {'w': 500, 'h': 822, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Mon Nov 29 17:25:47 +0000 2021,1465371425452138496,1465371425452138496,They call me Omicron / just did a telethon,False,"[0, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,[],[],[],[],en,recent,253650146,253650146,Liam Walds,LiamWalds,"Los Angeles, CA",Clever and good • Creating music here and @FIERmusic • Writing about music @SinglesJukebox • My name's Will,https://t.co/BK4c5SUusH,[],False,435,514,7,Thu Feb 17 17:49:01 +0000 2011,13342,,,True,False,11041,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1316545653598691328/63SwEWN6_normal.jpg,https://pbs.twimg.com/profile_images/1316545653598691328/63SwEWN6_normal.jpg,https://pbs.twimg.com/profile_banners/253650146/1429313798,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/BK4c5SUusH', 'expanded_url': 'https://soundcloud.com/liam-walds', 'display_url': 'soundcloud.com/liam-walds', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Mon Nov 29 17:25:41 +0000 2021,1465371400491843589,1465371400491843589,#Fauci #FauciLiedMillionsDied #Omicron https://t.co/36k1HwJehh,False,"[0, 38]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,6,False,False,und,"[{'text': 'Fauci', 'indices': [0, 6]}, {'text': 'FauciLiedMillionsDied', 'indices': [7, 29]}, {'text': 'Omicron', 'indices': [30, 38]}]",[],[],[],und,recent,25932837,25932837,Mindy Harley,MindyHarley,"Marina del Rey, CA",Spiritual Life Coach | Actress | Social Media Biz Consultant & Mngmt | Podcast Host | Part time comedian full time fur mom #plantmedicineadvocate 🇨🇦🇺🇦🇺🇸,https://t.co/KFZhQKkvjQ,[],False,28679,13538,357,Mon Mar 23 02:12:58 +0000 2009,13947,,,True,False,41023,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1248392789043240965/1s7g02c7_normal.jpg,https://pbs.twimg.com/profile_images/1248392789043240965/1s7g02c7_normal.jpg,https://pbs.twimg.com/profile_banners/25932837/1629317895,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/KFZhQKkvjQ', 'expanded_url': 'https://linktr.ee/mindyharleyofficial', 'display_url': 'linktr.ee/mindyharleyoff…', 'indices': [0, 23]}]",False,"[{'id': 1465371398264655875, 'id_str': '1465371398264655875', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/FFYLhdmVEAMAlSu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFYLhdmVEAMAlSu.jpg', 'url': 'https://t.co/36k1HwJehh', 'display_url': 'pic.twitter.com/36k1HwJehh', 'expanded_url': 'https://twitter.com/MindyHarley/status/1465371400491843589/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 699, 'h': 500, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 699, 'h': 500, 'resize': 'fit'}, 'small': {'w': 680, 'h': 486, 'resize': 'fit'}}}]","[{'id': 1465371398264655875, 'id_str': '1465371398264655875', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/FFYLhdmVEAMAlSu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFYLhdmVEAMAlSu.jpg', 'url': 'https://t.co/36k1HwJehh', 'display_url': 'pic.twitter.com/36k1HwJehh', 'expanded_url': 'https://twitter.com/MindyHarley/status/1465371400491843589/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 699, 'h': 500, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 699, 'h': 500, 'resize': 'fit'}, 'small': {'w': 680, 'h': 486, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Mon Nov 29 17:25:34 +0000 2021,1465371371400171523,1465371371400171523,"""This variant is a cause for concern -- not a cause for panic"" ~ President Biden #Omicron",False,"[0, 89]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,7,False,False,en,"[{'text': 'Omicron', 'indices': [81, 89]}]",[],[],[],en,recent,14264854,14264854,JohnnyJet,JohnnyJet,"Los Angeles, California","Named “the original travel Influencer” by Forbes. Sign up to my free travel deals, news and tips newsletter at https://t.co/449RPkRpIy",https://t.co/WdIGXneViD,"[{'url': 'https://t.co/449RPkRpIy', 'expanded_url': 'http://JohnnyJet.com/Newsletter', 'display_url': 'JohnnyJet.com/Newsletter', 'indices': [111, 134]}]",False,130215,620,2999,Mon Mar 31 10:04:13 +0000 2008,34624,,,True,True,89024,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1266791893666390016/OBccVCEa_normal.jpg,https://pbs.twimg.com/profile_images/1266791893666390016/OBccVCEa_normal.jpg,https://pbs.twimg.com/profile_banners/14264854/1486878748,0099B9,FFFFFF,95E8EC,3C3940,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/WdIGXneViD', 'expanded_url': 'http://www.JohnnyJet.com', 'display_url': 'JohnnyJet.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Mon Nov 29 17:25:31 +0000 2021,1465371355474444292,1465371355474444292,"Dear Followers, I am hearing frightening reports that Omicron MIGHT contain full-blown HIV/AIDS. If so, this could be the moment our world falls a part. Has anyone seen scientific support for/against? #COVID19 #AIDS #covidvariant #COVID",False,"[0, 236]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'COVID19', 'indices': [201, 209]}, {'text': 'AIDS', 'indices': [210, 215]}, {'text': 'covidvariant', 'indices': [216, 229]}, {'text': 'COVID', 'indices': [230, 236]}]",[],[],[],en,recent,1060008141964894209,1060008141964894209,Robert Doleman,DolemanRobert,"Los Angeles, CA","lover of peace, food, and wine.",,[],False,9,126,0,Wed Nov 07 03:16:49 +0000 2018,24,,,False,False,559,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1060008484396253184/xGZ3shyD_normal.jpg,https://pbs.twimg.com/profile_images/1060008484396253184/xGZ3shyD_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Mon Nov 29 17:25:09 +0000 2021,1465371266257358849,1465371266257358849,"This guy is now claiming that Dems will use the Omicron variant to ""cheat"" on elections next year. And they let him be the doctor to 3 presidents (the last of whom seems to have hacked his brain somehow) https://t.co/ID8lftcAXK",False,"[0, 203]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,[],[],[],"[{'url': 'https://t.co/ID8lftcAXK', 'expanded_url': 'https://twitter.com/Bertina56941901/status/1465211258844499970', 'display_url': 'twitter.com/Bertina5694190…', 'indices': [204, 227]}]",en,recent,26640083,26640083,Craig Collins,landsnark,"Los Angeles, CA","Multi tasking multi faceted creative services & strategic advocacy for conservation, public space & sane policy. Transformative messaging visual or verbal.",,[],False,398,931,1,Thu Mar 26 00:26:05 +0000 2009,15324,,,False,False,19558,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/893530624471949312/lhNdEhvx_normal.jpg,https://pbs.twimg.com/profile_images/893530624471949312/lhNdEhvx_normal.jpg,https://pbs.twimg.com/profile_banners/26640083/1502006526,8DB05A,000000,000000,000000,False,False,False,False,False,False,False,none,[],,False,,,,,,,,,,,,,1.4652112588445e+18,1465211258844499970,Mon Nov 29 06:49:21 +0000 2021,1.4652112588445e+18,1465211258844499970,@BettyBowers @RonnyJacksonTX Pretending to be a doctor is hard.... https://t.co/OuCGfri1F4,False,"[29, 66]",[],[],"[{'screen_name': 'BettyBowers', 'name': 'Mrs. Betty Bowers', 'id': 46775436, 'id_str': '46775436', 'indices': [0, 12]}, {'screen_name': 'RonnyJacksonTX', 'name': 'Ronny Jackson', 'id': 1201953403099893760, 'id_str': '1201953403099893760', 'indices': [13, 28]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.4650116986419077e+18,1465011698641907725,46775436.0,46775436,BettyBowers,1.0233363433995878e+18,1023336343399587840,Be-Nick,Bertina56941901,,"Proud Army Veteran 🇺🇸
  On Twitter,  opinions are like assholes,  everybody got one 😏 ,  so take it, or unfollow!  Just wear a 😷 Asshole!!  Go Browns 🏈",,[],False,2002.0,2096.0,6.0,Sat Jul 28 22:36:11 +0000 2018,58853.0,,,True,False,33088.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1451960752051392512/JlD2FHoK_normal.jpg,https://pbs.twimg.com/profile_images/1451960752051392512/JlD2FHoK_normal.jpg,https://pbs.twimg.com/profile_banners/1023336343399587840/1611459370,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,False,3.0,15.0,False,False,en,,,,False,"[{'id': 1465211249277292547, 'id_str': '1465211249277292547', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/FFV53kIUUAMWKwA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFV53kIUUAMWKwA.jpg', 'url': 'https://t.co/OuCGfri1F4', 'display_url': 'pic.twitter.com/OuCGfri1F4', 'expanded_url': 'https://twitter.com/Bertina56941901/status/1465211258844499970/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 961, 'resize': 'fit'}, 'large': {'w': 720, 'h': 961, 'resize': 'fit'}, 'small': {'w': 509, 'h': 680, 'resize': 'fit'}}}]","[{'id': 1465211249277292547, 'id_str': '1465211249277292547', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/FFV53kIUUAMWKwA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FFV53kIUUAMWKwA.jpg', 'url': 'https://t.co/OuCGfri1F4', 'display_url': 'pic.twitter.com/OuCGfri1F4', 'expanded_url': 'https://twitter.com/Bertina56941901/status/1465211258844499970/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 961, 'resize': 'fit'}, 'large': {'w': 720, 'h': 961, 'resize': 'fit'}, 'small': {'w': 509, 'h': 680, 'resize': 'fit'}}}]",,,,,,,,,,
116,Mon Nov 29 17:24:01 +0000 2021,1465370979677487117,1465370979677487117,Ómicron: Israel cierra totalmente sus fronteras a extranjeros ante el temor a la nueva variante del coronavirus https://t.co/D47Lvc9wIl,False,"[0, 135]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,1,0,False,False,es,[],[],[],"[{'url': 'https://t.co/D47Lvc9wIl', 'expanded_url': 'https://laopinion.com/2021/11/28/omicron-israel-cierra-totalmente-sus-fronteras-a-extranjeros-ante-el-temor-a-la-nueva-variante-del-coronavirus/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1638199123', 'display_url': 'laopinion.com/2021/11/28/omi…', 'indices': [112, 135]}]",es,recent,41416662,41416662,La Opinión,LaOpinionLA,"Los Angeles, California",El diario en español más leído de Estados Unidos con las noticias locales y nacionales que afectan a los hispanos en este país.,https://t.co/9oQNwU40dx,[],False,44651,1763,936,Wed May 20 18:27:01 +0000 2009,2079,,,True,True,253746,,False,False,False,1C9866,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1390375275029045253/SFVVJwVJ_normal.jpg,https://pbs.twimg.com/profile_images/1390375275029045253/SFVVJwVJ_normal.jpg,https://pbs.twimg.com/profile_banners/41416662/1514913133,1C9866,FFFFFF,CCFFCC,3C3940,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/9oQNwU40dx', 'expanded_url': 'https://laopinion.com/newsletter/', 'display_url': 'laopinion.com/newsletter/', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Mon Nov 29 17:21:38 +0000 2021,1465370380659396610,1465370380659396610,omicron sounds like the 15th letter of the greek alphabet,False,"[0, 57]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,10,False,False,en,[],[],[],[],en,recent,329413222,329413222,Alison Herman,aherman2006,"Los Angeles, CA","writer @ringer; alison dot herman at the ringer dot com. the content, I consume it",,[],False,19477,1257,307,Tue Jul 05 01:29:40 +0000 2011,11146,,,True,True,19698,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1278830839011266560/fhKg-ezP_normal.jpg,https://pbs.twimg.com/profile_images/1278830839011266560/fhKg-ezP_normal.jpg,https://pbs.twimg.com/profile_banners/329413222/1636830721,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mon Nov 29 17:21:16 +0000 2021,1465370286212141068,1465370286212141068,"Joe Biden Says Omicron Variant Will Be In U.S. “Sooner or Later”: “A Cause For Concern, Not A Cause For Panic” https://t.co/8mfEQ4LH5e",False,"[0, 134]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,,,,,,,False,12,34,False,False,en,[],[],[],"[{'url': 'https://t.co/8mfEQ4LH5e', 'expanded_url': 'https://deadline.com/2021/11/joe-biden-covid-19-omicron-1234881377/', 'display_url': 'deadline.com/2021/11/joe-bi…', 'indices': [111, 134]}]",en,recent,586032653,586032653,Deadline Hollywood,DEADLINE,"Hollywood, California",Hollywood's source for breaking news,https://t.co/wRf4GxHYgO,[],False,1008814,124122,6542,Sun May 20 22:10:12 +0000 2012,2426,,,False,True,186967,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1410736028814516233/A6tCL_Ar_normal.jpg,https://pbs.twimg.com/profile_images/1410736028814516233/A6tCL_Ar_normal.jpg,https://pbs.twimg.com/profile_banners/586032653/1638208736,3B94D9,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/wRf4GxHYgO', 'expanded_url': 'http://www.deadline.com', 'display_url': 'deadline.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Mon Nov 29 17:21:04 +0000 2021,1465370235251269636,1465370235251269636,Omicron and on and on and on…,False,"[0, 29]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,[],[],[],[],en,recent,47368488,47368488,Bachman Turner Hyperdrive II,biguskdubs,Los Angeles,Immigrant. Dad. Electronic Music fan. Cycling & Mega Cities. (he/him),,[],False,565,4161,19,Mon Jun 15 16:02:40 +0000 2009,26139,,,True,False,18117,,False,False,False,030103,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1098771615486173184/F-k2KP2F_normal.jpg,https://pbs.twimg.com/profile_images/1098771615486173184/F-k2KP2F_normal.jpg,https://pbs.twimg.com/profile_banners/47368488/1550824739,33422E,ADF1FC,000000,FA8459,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
